aX,aY,aZ,gX,gY,gZ
-0.108,-0.078,-0.034,-77.820,38.757,52.246
0.042,0.004,-0.096,-42.725,44.678,66.528
0.221,-0.036,-0.173,-4.883,50.354,79.468
0.374,-0.059,-0.255,8.972,40.588,82.458
0.489,-0.073,-0.305,4.944,18.494,74.951
0.501,-0.000,-0.342,-8.606,-6.104,61.340
0.528,0.105,-0.324,-18.738,-22.217,48.340
0.512,0.157,-0.302,-21.301,-26.062,41.016
0.503,0.159,-0.253,-17.273,-23.621,39.368
0.540,0.140,-0.218,-9.338,-26.001,36.255
0.554,0.123,-0.196,0.793,-26.489,32.043
0.608,0.152,-0.198,12.573,-17.517,24.109
0.627,0.074,-0.145,23.254,-12.878,28.503
0.693,0.086,-0.117,27.649,-22.644,27.893
0.702,0.095,-0.096,28.015,-33.630,26.978
0.693,0.098,-0.081,29.297,-39.978,27.405
0.681,0.097,-0.075,30.518,-43.701,26.855
0.678,0.085,-0.069,30.884,-46.387,24.475
0.686,0.062,-0.056,29.785,-47.791,23.071
0.684,0.035,-0.038,29.297,-45.776,22.705
0.660,0.029,-0.045,30.457,-40.161,21.790
0.672,0.021,-0.078,30.701,-32.166,20.325
0.714,0.008,-0.086,30.396,-25.208,18.921
0.742,0.036,-0.062,28.198,-23.193,18.799
0.742,0.092,-0.053,26.550,-23.437,22.034
0.750,0.128,-0.039,27.893,-25.879,27.771
0.768,0.144,-0.046,30.212,-30.396,32.959
0.775,0.124,-0.086,29.907,-35.339,35.767
0.818,0.038,-0.094,25.391,-40.710,36.438
0.855,-0.049,-0.088,18.494,-43.579,36.133
0.811,-0.057,-0.089,12.512,-40.100,35.034
0.773,-0.053,-0.077,10.437,-27.893,33.081
0.798,-0.079,-0.064,8.728,-13.000,31.738
0.831,-0.080,-0.068,6.653,-2.686,32.410
0.845,-0.035,-0.084,5.981,4.700,34.973
0.848,0.027,-0.108,4.700,10.071,38.147
0.858,0.097,-0.131,2.991,11.292,41.382
0.878,0.167,-0.159,3.906,11.292,43.640
0.945,0.183,-0.194,5.615,9.399,43.518
1.088,0.064,-0.194,8.728,3.052,42.480
1.164,-0.036,-0.188,13.062,-5.981,42.725
1.121,-0.068,-0.207,15.625,-13.794,44.617
1.072,-0.090,-0.231,15.686,-19.348,45.715
1.058,-0.109,-0.233,15.320,-23.315,47.546
1.033,-0.098,-0.215,13.184,-28.870,52.246
0.987,-0.095,-0.217,7.874,-34.546,59.753
1.100,0.042,-0.127,4.150,-37.537,70.923
0.982,0.115,-0.159,-8.240,-59.570,94.421
1.115,0.234,-0.159,-5.981,-59.753,85.571
1.323,0.461,-0.089,-1.709,-42.114,64.575
1.354,0.297,-0.075,0.427,-45.776,80.627
1.388,0.322,-0.096,4.944,-69.336,88.196
1.499,0.240,-0.075,15.991,-66.528,80.383
1.436,0.250,-0.073,16.663,-64.270,71.838
1.419,0.291,-0.053,20.691,-62.866,64.819
1.361,0.196,-0.010,21.912,-59.631,65.979
1.394,0.209,-0.011,22.034,-50.659,60.181
1.390,0.293,-0.024,14.038,-41.443,51.453
1.417,0.405,-0.087,5.127,-33.569,44.434
1.438,0.455,-0.021,-0.183,-22.583,43.274
1.375,0.463,-0.024,-6.470,-22.095,46.021
1.457,0.437,-0.036,-8.423,-23.132,36.377
1.476,0.392,-0.047,-9.827,-18.494,25.513

0.945,0.227,0.160,14.160,3.845,15.991
0.973,0.235,0.093,16.968,14.893,17.822
1.033,0.263,0.197,21.423,21.912,19.409
1.052,0.296,0.161,15.747,16.113,20.935
1.098,0.282,0.135,15.381,16.479,22.034
1.172,0.263,0.113,13.733,18.860,20.935
1.228,0.245,0.093,10.620,20.691,16.541
1.298,0.251,0.100,7.446,22.583,11.230
1.362,0.301,0.130,4.822,24.780,6.592
1.433,0.356,0.140,5.188,27.283,2.808
1.510,0.416,0.130,9.460,30.640,0.061
1.611,0.473,0.126,14.282,31.677,-2.319
1.698,0.555,0.146,19.409,29.419,-5.920
1.765,0.597,0.135,28.259,25.757,-12.329
1.807,0.584,0.111,37.964,24.597,-20.203
1.846,0.510,0.080,41.504,25.879,-26.611
1.856,0.438,0.058,39.063,29.480,-30.762
1.901,0.284,-0.086,33.325,34.668,-34.424
1.839,0.409,0.067,18.372,36.499,-39.001
1.814,0.416,0.039,10.620,37.415,-45.593
1.785,0.424,0.028,4.456,43.152,-52.551
1.748,0.464,0.029,-3.174,51.758,-60.303
1.704,0.489,0.043,-6.958,59.204,-67.139
1.677,0.464,0.066,-6.531,65.613,-74.402
1.634,0.450,0.060,-3.540,69.336,-80.017
1.624,0.336,0.062,1.587,67.749,-83.252
1.512,0.321,-0.021,5.310,61.646,-88.440
1.393,0.318,-0.025,7.874,57.678,-92.468
1.281,0.272,0.012,7.874,58.167,-91.736
1.175,0.230,0.037,7.629,62.012,-90.881
1.131,0.199,0.055,7.324,65.369,-91.003
1.097,0.172,0.053,5.920,59.631,-90.942
1.022,0.197,0.014,4.089,50.171,-91.614
0.957,0.149,-0.018,2.686,43.457,-92.590
0.899,0.109,-0.031,-0.183,39.429,-94.360
0.818,0.085,-0.040,-5.859,37.720,-99.060
0.735,0.072,0.028,-12.024,37.903,-102.539
0.631,0.027,0.038,-12.024,36.377,-102.844
0.512,-0.008,-0.007,-5.676,35.034,-100.159
0.450,-0.027,-0.040,-3.235,39.001,-92.163
0.397,-0.043,-0.081,-3.479,42.480,-79.773
0.351,-0.054,-0.111,-3.662,42.542,-66.833
0.360,-0.061,-0.130,-5.615,41.321,-55.176
0.337,-0.084,-0.166,-12.817,39.185,-48.523
0.299,-0.079,-0.202,-22.400,42.480,-49.927
0.236,0.002,-0.222,-34.607,53.589,-53.040
0.205,0.023,-0.209,-46.936,68.970,-53.223
0.236,0.029,-0.147,-51.086,85.938,-49.988
0.271,-0.075,-0.086,-51.575,92.834,-43.945
0.238,-0.138,-0.237,-50.598,89.905,-41.382
0.271,-0.052,-0.159,-54.688,99.182,-44.373
0.314,-0.101,-0.071,-57.678,93.079,-37.598
0.317,-0.132,-0.059,-47.668,78.308,-30.579
0.284,-0.098,-0.102,-34.729,62.683,-24.780
0.289,-0.141,-0.153,-25.208,50.842,-12.207
0.387,-0.180,-0.176,-19.714,41.809,-1.343
0.415,-0.173,-0.222,-18.494,29.663,-0.793
0.373,-0.113,-0.262,-19.836,18.005,-5.249
0.368,-0.086,-0.273,-21.912,11.902,-8.423
0.382,-0.086,-0.233,-21.179,10.986,-11.108
0.401,-0.066,-0.180,-19.653,10.254,-12.634
0.438,-0.067,-0.098,-14.343,1.404,-10.559
0.387,-0.123,-0.284,-4.150,-15.808,-7.935
0.412,-0.128,-0.311,1.587,-15.442,-9.583
0.433,-0.108,-0.244,0.122,-8.179,-6.409
0.472,-0.119,-0.155,-3.601,-10.193,0.977
0.474,-0.097,-0.134,-2.991,-20.325,5.615
0.451,-0.060,-0.167,-1.221,-29.785,10.315
0.494,-0.047,-0.181,0.610,-34.607,16.968
0.557,-0.011,-0.156,4.578,-38.696,19.592
0.571,0.033,-0.186,7.874,-44.800,22.400
0.608,-0.038,-0.165,12.268,-51.208,26.611
0.646,-0.066,-0.142,16.907,-56.580,25.513
0.602,-0.080,-0.147,19.897,-60.486,21.301
0.579,-0.108,-0.123,22.339,-59.631,18.799
0.569,-0.130,-0.092,25.146,-57.556,18.738
0.550,-0.153,-0.070,28.076,-58.350,20.264
0.537,-0.115,-0.065,29.785,-61.401,21.423
0.541,-0.118,-0.052,30.029,-62.927,24.414
0.563,-0.108,-0.045,31.677,-61.707,24.536
0.574,-0.093,-0.077,33.875,-57.434,23.071
0.625,-0.097,-0.071,32.959,-49.500,22.400
0.687,-0.068,-0.056,30.334,-42.603,21.851
0.737,-0.032,-0.033,28.992,-39.856,19.531
0.754,-0.019,-0.006,32.410,-39.063,15.747
0.726,-0.042,-0.009,39.429,-41.931,13.306
0.656,-0.091,-0.007,44.983,-47.485,12.146
0.566,-0.128,0.003,47.180,-50.476,14.893
0.494,-0.073,0.009,43.884,-47.913,22.400
0.505,-0.040,0.052,37.598,-41.016,33.020
0.581,-0.076,0.043,32.715,-31.128,44.495
0.667,-0.044,0.001,28.015,-19.531,51.758
0.771,0.014,-0.036,22.095,-11.597,54.688
0.897,0.052,-0.043,17.944,-8.911,55.908
0.948,0.065,-0.041,18.433,-11.475,56.885
0.953,0.062,-0.027,23.437,-20.508,57.922
0.948,0.044,-0.035,29.663,-34.668,60.242
0.930,0.001,-0.053,33.569,-49.194,63.660
0.907,-0.026,-0.084,34.424,-61.218,65.613
0.873,-0.044,-0.131,32.104,-67.017,66.345
0.831,-0.073,-0.210,24.414,-63.965,66.772
0.823,-0.099,-0.242,7.812,-49.072,68.665
0.834,-0.065,-0.258,-15.015,-23.987,70.068
0.905,0.031,-0.188,-36.804,6.042,68.176
1.188,0.184,-0.175,-52.429,29.724,67.322
1.301,0.532,-0.058,-58.228,50.415,66.040
1.462,0.468,0.292,-51.636,36.133,78.735
1.469,0.328,-0.006,-33.386,-38.086,93.506
1.437,0.334,-0.062,-10.132,-75.439,80.872
1.390,0.261,-0.064,4.578,-87.341,68.665
1.363,0.296,-0.021,5.920,-87.158,69.458
1.224,-0.013,0.030,4.150,-85.938,81.055
1.250,0.096,0.005,1.038,-74.707,72.510
1.225,0.204,0.023,-3.235,-48.828,65.735
1.312,0.300,0.084,-12.207,-22.583,67.810
1.428,0.368,0.183,-17.151,-2.808,68.604
1.579,0.514,0.205,-14.954,3.723,66.650
1.643,0.564,0.074,-8.728,-4.456,67.993
1.712,0.474,0.159,-1.343,-6.653,72.815

1.001,0.117,0.091,18.372,2.075,5.066
0.970,0.194,0.062,14.954,-3.845,8.667
1.047,0.230,0.137,18.799,-1.587,14.954
1.110,0.254,0.151,24.170,9.827,17.883
1.201,0.219,0.141,28.748,13.977,17.883
1.257,0.176,0.100,30.457,13.306,17.700
1.340,0.148,0.077,26.672,14.099,14.526
1.438,0.127,0.061,19.897,16.724,9.094
1.526,0.179,0.060,12.451,19.897,0.793
1.616,0.266,0.079,7.202,23.071,-7.751
1.723,0.329,0.077,7.568,22.766,-15.381
1.811,0.344,0.054,12.756,16.846,-21.118
1.889,0.363,0.037,18.127,7.385,-26.062
1.933,0.367,0.011,22.461,-1.526,-32.715
1.908,0.343,-0.025,24.353,-7.080,-41.260
1.847,0.327,-0.075,23.499,-6.592,-50.415
1.783,0.286,-0.104,17.883,1.953,-57.251
1.752,0.198,-0.077,7.324,18.066,-61.829
1.725,0.182,0.045,-9.827,36.011,-64.575
1.757,0.184,-0.075,-25.513,45.349,-65.735
1.722,0.211,-0.007,-26.001,43.579,-63.965
1.653,0.265,-0.008,-22.705,33.936,-58.838
1.566,0.229,0.012,-14.160,20.935,-50.781
1.487,0.194,0.009,-6.165,13.306,-45.654
1.419,0.161,0.018,-3.662,11.841,-44.678
1.334,0.164,0.040,-7.019,13.000,-46.570
1.205,0.224,0.082,-12.878,20.813,-52.124
1.116,0.299,0.137,-16.235,37.659,-56.213
1.053,0.233,0.207,-15.259,56.946,-56.030
1.082,0.227,0.252,-14.709,71.960,-55.176
1.109,0.219,0.285,-16.052,76.111,-57.739
1.073,0.234,0.282,-15.930,68.420,-59.570
1.007,0.244,0.236,-11.719,55.420,-59.937
0.938,0.256,0.229,-8.850,46.021,-61.096
0.848,0.255,0.244,-8.911,39.795,-61.157
0.766,0.243,0.260,-7.263,34.485,-61.096
0.695,0.195,0.233,-4.272,33.752,-60.852
0.641,0.166,0.206,-3.418,37.659,-61.096
0.611,0.164,0.186,-5.493,42.297,-62.378
0.578,0.151,0.165,-8.423,44.617,-63.965
0.543,0.119,0.141,-9.705,49.866,-66.406
0.541,0.087,0.144,-9.949,57.312,-67.566
0.512,0.062,0.135,-6.531,61.951,-68.298
0.454,0.023,0.063,-0.671,62.317,-67.200
0.384,-0.033,-0.041,3.967,59.937,-63.171
0.328,-0.070,-0.131,2.441,60.181,-57.007
0.301,-0.115,-0.198,-4.150,63.843,-49.805
0.317,-0.161,-0.181,-10.803,65.979,-43.762
0.320,-0.161,-0.204,-17.334,59.570,-40.100
0.294,-0.135,-0.219,-23.193,53.955,-38.818
0.288,-0.144,-0.236,-25.085,52.979,-35.889
0.311,-0.188,-0.226,-25.146,54.260,-31.555
0.315,-0.209,-0.233,-26.367,53.955,-28.564
0.306,-0.212,-0.232,-28.259,51.575,-25.513
0.318,-0.206,-0.231,-29.724,48.096,-21.362
0.323,-0.187,-0.250,-29.907,44.922,-17.700
0.341,-0.201,-0.286,-28.442,43.945,-14.099
0.364,-0.217,-0.319,-29.236,43.823,-10.132
0.367,-0.198,-0.331,-32.776,43.335,-5.554
0.406,-0.171,-0.317,-36.133,40.894,-0.488
0.486,-0.171,-0.306,-36.682,37.415,4.822
0.495,-0.172,-0.311,-32.104,32.593,7.507
0.488,-0.145,-0.314,-26.917,26.428,8.484
0.511,-0.118,-0.308,-25.146,19.836,10.132
0.522,-0.090,-0.309,-22.949,11.353,12.329
0.534,-0.053,-0.285,-19.409,2.197,14.160
0.545,-0.014,-0.277,-15.198,-8.911,14.832
0.512,-0.034,-0.271,-9.766,-20.020,15.076
0.510,-0.049,-0.235,-2.930,-26.184,14.038
0.499,-0.095,-0.225,0.916,-32.166,13.611
0.469,-0.134,-0.208,4.517,-34.729,14.832
0.457,-0.149,-0.176,6.775,-36.560,16.968
0.431,-0.194,-0.158,7.141,-38.086,21.179
0.418,-0.211,-0.130,6.470,-38.513,24.841
0.403,-0.201,-0.102,3.784,-37.781,28.687
0.412,-0.143,-0.055,-0.427,-35.461,33.691
0.445,-0.092,-0.030,-1.526,-32.715,37.903
0.479,-0.017,-0.011,-0.122,-28.870,41.504
0.519,0.063,0.006,-0.061,-26.123,45.227
0.587,0.076,0.008,2.258,-25.879,47.913
0.630,0.039,0.008,8.789,-28.137,47.913
0.638,-0.001,-0.002,16.113,-29.236,45.044
0.637,-0.060,-0.031,19.592,-28.687,40.894
0.613,-0.089,-0.041,19.836,-26.489,38.696
0.595,-0.101,-0.030,19.226,-23.987,39.368
0.593,-0.100,-0.019,17.761,-21.301,42.114
0.598,-0.078,-0.042,15.259,-16.907,46.509
0.612,-0.002,-0.060,11.719,-12.451,53.467
0.641,0.105,-0.033,7.263,-11.719,61.157
0.701,0.148,-0.043,8.728,-12.146,66.284
0.784,0.145,-0.073,13.611,-11.963,69.336
0.875,0.076,-0.116,17.578,-10.742,70.007
0.913,0.001,-0.160,16.968,-7.568,66.345
0.915,-0.032,-0.187,12.207,-2.869,60.120
0.900,-0.021,-0.191,4.822,0.916,54.382
0.901,0.004,-0.176,-1.526,5.188,52.307
0.908,0.052,-0.160,-5.554,5.615,53.467
0.917,0.141,-0.172,-7.385,1.465,57.068
0.940,0.222,-0.195,-7.996,-4.028,59.814
1.025,0.284,-0.192,-7.141,-11.353,63.538
1.164,0.255,-0.181,-3.174,-23.987,67.078
1.219,0.149,-0.184,1.465,-39.673,70.984
1.163,-0.019,-0.337,3.113,-50.476,71.472
1.303,0.161,-0.079,0.916,-45.288,70.801
1.202,0.000,-0.172,-12.939,-65.918,82.886
1.312,0.017,-0.128,-12.695,-62.683,68.420
1.342,0.222,-0.084,-11.169,-46.204,51.331
1.366,0.408,-0.042,-7.263,-39.612,49.927
1.436,0.482,0.039,1.282,-46.021,60.974
1.378,0.404,0.021,12.451,-68.115,74.341
1.390,0.414,0.013,30.457,-84.473,70.435
1.348,0.319,0.029,38.513,-97.839,68.237
1.290,0.220,0.000,38.574,-107.300,64.636
1.237,0.192,-0.093,28.687,-96.375,57.373
1.184,0.049,-0.132,13.855,-64.392,48.828
1.360,0.104,-0.036,-3.723,-27.710,32.532
1.362,0.252,-0.066,-25.940,-10.864,29.358
1.399,0.350,-0.035,-36.865,8.423,36.499
1.478,0.377,0.044,-36.072,25.146,39.001

1.054,0.186,0.104,-6.836,9.155,-1.465
1.085,0.195,0.059,-6.470,7.935,2.502
1.181,0.240,0.120,-6.042,5.493,5.920
1.251,0.247,0.121,-4.272,3.723,8.057
1.312,0.260,0.135,-0.793,1.892,8.789
1.404,0.286,0.117,3.235,3.052,10.071
1.497,0.307,0.088,7.141,5.493,10.742
1.591,0.332,0.056,9.766,6.165,11.963
1.697,0.374,0.053,10.315,5.249,13.062
1.822,0.426,0.099,11.841,3.662,14.282
1.968,0.488,0.142,17.700,0.122,14.465
2.109,0.557,0.176,28.442,-3.357,9.460
2.178,0.566,0.181,42.297,-6.653,1.404
2.145,0.505,0.169,55.237,-8.301,-7.446
2.057,0.444,0.149,62.012,-4.028,-17.212
1.989,0.424,0.108,61.279,8.057,-26.855
1.923,0.407,0.062,54.688,25.757,-34.729
1.884,0.410,0.013,43.701,45.227,-39.063
1.824,0.424,0.115,29.663,63.721,-38.269
1.763,0.416,0.003,16.846,73.181,-35.828
1.712,0.388,0.016,14.221,76.233,-36.377
1.649,0.359,0.014,6.409,70.984,-39.063
1.525,0.358,-0.009,-0.061,57.861,-42.786
1.370,0.372,-0.092,-3.723,46.082,-43.640
1.194,0.331,0.130,-10.681,41.016,-40.527
1.121,0.385,0.131,-17.395,39.856,-36.865
0.988,0.355,0.133,-17.334,41.260,-40.344
0.877,0.271,0.185,-13.794,46.265,-49.927
0.835,0.258,0.177,-13.855,52.856,-59.570
0.796,0.244,0.148,-13.855,57.800,-68.542
0.773,0.231,0.136,-16.235,62.317,-77.271
0.736,0.207,0.114,-19.897,63.721,-85.266
0.658,0.217,0.099,-23.254,62.256,-92.896
0.567,0.239,0.092,-24.109,60.364,-99.609
0.500,0.229,0.111,-27.588,58.594,-100.464
0.477,0.203,0.116,-31.616,56.396,-95.642
0.464,0.202,0.124,-32.104,53.284,-90.271
0.448,0.163,0.095,-28.564,50.903,-86.487
0.438,0.111,0.028,-24.231,51.025,-83.191
0.440,0.063,-0.020,-24.353,49.805,-77.515
0.405,0.021,-0.067,-27.344,46.692,-73.914
0.343,-0.007,-0.097,-33.264,46.082,-72.388
0.275,-0.028,-0.123,-40.283,49.683,-71.472
0.234,-0.063,-0.147,-45.837,57.068,-70.068
0.231,-0.099,-0.169,-50.110,66.040,-68.481
0.251,-0.107,-0.187,-52.002,73.303,-66.040
0.260,-0.108,-0.187,-49.805,75.500,-62.988
0.269,-0.099,-0.164,-46.021,68.359,-57.861
0.239,-0.099,-0.117,-40.222,54.749,-50.720
0.172,-0.068,-0.090,-33.875,38.940,-42.908
0.122,-0.063,-0.086,-27.222,26.794,-35.156
0.122,-0.077,-0.082,-21.851,23.560,-30.334
0.101,-0.151,-0.106,-18.616,27.771,-28.564
0.126,-0.121,-0.115,-20.630,33.081,-29.907
0.149,-0.134,-0.100,-24.414,40.344,-28.381
0.197,-0.144,-0.118,-26.855,44.128,-25.757
0.249,-0.108,-0.108,-28.870,44.800,-19.897
0.303,-0.095,-0.091,-26.611,46.204,-10.498
0.359,-0.081,-0.092,-20.264,41.016,-1.831
0.400,-0.045,-0.115,-13.794,29.724,6.409
0.445,-0.051,-0.115,-6.836,17.822,13.428
0.505,-0.009,-0.122,-0.671,4.700,16.602
0.523,-0.055,-0.142,6.165,-9.033,18.066
0.508,-0.068,-0.165,14.832,-21.301,17.639
0.501,-0.052,-0.188,17.090,-28.992,14.954
0.508,-0.031,-0.198,16.724,-30.945,15.198
0.506,-0.035,-0.174,16.418,-31.067,18.677
0.514,-0.017,-0.146,16.052,-32.104,21.301
0.516,0.013,-0.129,15.381,-33.142,22.583
0.501,0.021,-0.104,15.442,-32.959,26.489
0.492,0.018,-0.095,15.930,-31.067,29.846
0.482,0.037,-0.087,15.625,-28.992,32.104
0.478,0.041,-0.061,15.076,-26.855,33.875
0.483,0.012,-0.017,16.785,-24.841,34.424
0.489,0.018,0.003,20.264,-22.339,34.912
0.491,0.024,-0.001,23.010,-18.188,36.621
0.509,0.034,-0.026,25.330,-12.451,39.185
0.546,0.039,-0.062,27.039,-5.981,42.175
0.582,0.026,-0.116,27.771,0.244,43.762
0.622,0.021,-0.177,24.719,3.296,44.067
0.678,0.021,-0.211,20.386,2.625,44.006
0.707,0.031,-0.218,17.334,-1.099,43.396
0.724,0.008,-0.202,16.235,-8.179,42.664
0.733,-0.028,-0.183,16.968,-18.188,41.016
0.702,-0.065,-0.171,17.517,-28.442,41.077
0.684,-0.085,-0.148,15.503,-34.241,44.373
0.669,-0.103,-0.143,13.611,-35.339,49.438
0.719,-0.050,-0.145,10.498,-33.386,56.030
0.778,-0.028,-0.174,7.080,-29.724,61.523
0.813,0.001,-0.212,6.165,-26.001,62.622
0.866,0.037,-0.241,4.028,-21.790,61.035
0.939,0.068,-0.289,-0.305,-17.334,57.251
1.022,0.057,-0.333,-7.690,-14.160,49.683
1.122,0.044,-0.325,-16.052,-10.254,40.283
1.176,0.074,-0.318,-21.240,-5.188,31.738
1.328,0.183,-0.343,-24.170,-2.441,25.330
1.400,0.275,-0.123,-18.494,1.892,24.170
1.385,0.170,-0.168,-12.390,-22.583,48.462
1.275,0.108,-0.146,-8.301,-84.412,68.542
1.403,0.084,-0.138,14.160,-103.760,51.514
1.488,0.278,-0.114,23.132,-106.140,42.358
1.296,0.128,-0.143,24.719,-125.366,77.698
1.312,0.113,-0.136,20.203,-147.827,87.769
1.371,0.103,-0.150,14.526,-134.399,76.538
1.344,0.164,-0.161,4.822,-107.971,70.068
1.329,0.166,-0.116,-5.920,-76.172,65.186
1.372,0.158,-0.094,-15.198,-37.354,56.335
1.595,0.270,0.105,-23.987,-1.709,36.255
1.654,0.416,0.040,-37.048,3.845,34.119
1.663,0.434,0.097,-30.212,2.197,51.392
1.715,0.447,0.171,-10.193,-0.977,48.279
1.663,0.478,0.058,-4.456,-26.917,39.429
1.616,0.357,0.165,2.502,-40.955,30.518
1.539,0.367,0.163,0.610,-57.434,17.395
1.471,0.345,0.202,-3.723,-61.584,8.911
1.430,0.321,0.172,-1.709,-52.490,6.531
1.438,0.310,0.149,-1.404,-42.236,5.249
1.422,0.280,0.117,-1.099,-27.039,7.080
1.417,0.266,0.075,-3.174,-14.771,5.127

1.303,0.158,0.106,14.038,17.578,3.723
1.371,0.195,0.093,10.498,19.775,3.845
1.444,0.253,0.163,9.094,19.592,5.615
1.508,0.292,0.152,6.042,16.174,5.737
1.569,0.324,0.142,8.545,15.869,3.540
1.654,0.352,0.129,9.949,17.761,-0.977
1.741,0.366,0.114,10.803,17.944,-6.104
1.784,0.388,0.103,11.841,16.602,-11.047
1.818,0.415,0.094,13.367,15.747,-15.442
1.821,0.432,0.085,15.747,14.648,-19.165
1.812,0.443,0.079,18.311,14.648,-22.339
1.821,0.443,0.081,21.790,16.907,-27.466
1.810,0.424,0.056,26.184,20.264,-34.241
1.793,0.413,0.029,27.832,24.414,-42.114
1.761,0.406,0.019,28.320,30.273,-51.147
1.711,0.387,-0.003,30.212,37.170,-58.472
1.639,0.309,-0.021,32.837,43.701,-61.279
1.562,0.254,-0.061,30.762,51.819,-61.157
1.499,0.244,-0.008,21.545,61.707,-58.411
1.495,0.220,-0.016,10.864,64.026,-53.772
1.456,0.248,-0.008,7.874,59.509,-49.561
1.393,0.262,-0.032,3.174,51.208,-43.640
1.319,0.256,-0.050,-1.282,40.955,-37.842
1.273,0.264,-0.032,-5.127,32.593,-34.241
1.198,0.311,-0.023,-9.827,23.804,-36.194
1.144,0.281,0.065,-14.465,11.353,-40.894
1.061,0.323,0.027,-18.921,1.587,-47.668
0.970,0.309,-0.009,-17.212,3.235,-57.190
0.896,0.259,-0.003,-13.000,11.475,-72.449
0.837,0.176,0.015,-15.259,21.179,-89.050
0.777,0.103,0.044,-20.325,29.602,-102.356
0.697,0.105,0.083,-26.245,35.278,-106.750
0.640,0.113,0.105,-29.724,38.330,-103.271
0.614,0.091,0.116,-27.283,38.940,-94.482
0.565,0.045,0.077,-22.095,35.461,-83.008
0.521,0.008,0.059,-19.836,31.006,-74.097
0.448,0.012,0.031,-23.987,24.170,-68.054
0.360,0.004,-0.021,-29.480,19.043,-63.843
0.277,-0.020,-0.039,-32.898,24.353,-59.875
0.229,-0.034,-0.061,-37.048,38.391,-56.580
0.225,-0.073,-0.069,-44.495,53.467,-55.420
0.237,-0.102,-0.058,-53.284,67.261,-56.091
0.246,-0.066,-0.031,-57.007,77.148,-59.326
0.263,-0.102,-0.010,-53.406,79.468,-61.523
0.277,-0.149,0.023,-45.776,72.815,-58.472
0.227,-0.144,0.032,-38.513,57.007,-51.941
0.117,-0.170,0.011,-31.860,39.185,-41.138
0.048,-0.197,-0.039,-24.597,28.442,-31.311
0.016,-0.222,-0.088,-19.958,26.855,-21.301
0.016,-0.254,-0.135,-20.508,31.982,-9.521
0.065,-0.296,-0.139,-22.949,40.466,-2.930
0.127,-0.351,-0.123,-28.015,46.997,0.000
0.173,-0.250,-0.176,-39.307,44.250,2.563
0.182,-0.160,-0.185,-44.556,41.199,15.198
0.257,-0.127,-0.116,-37.598,42.542,27.283
0.358,-0.103,-0.100,-25.940,38.818,34.180
0.404,-0.055,-0.089,-14.160,27.283,36.804
0.413,-0.028,-0.104,-5.249,12.268,38.086
0.418,-0.032,-0.118,0.061,-3.052,38.208
0.398,-0.003,-0.135,2.747,-15.442,36.011
0.366,-0.045,-0.145,4.578,-20.081,36.926
0.369,-0.070,-0.150,5.371,-19.287,38.635
0.387,-0.079,-0.147,5.310,-14.587,39.246
0.447,-0.008,-0.143,5.371,-6.348,39.063
0.480,-0.038,-0.136,4.700,-2.075,43.518
0.536,-0.029,-0.101,7.263,-1.282,47.729
0.573,0.053,-0.083,8.484,-5.676,48.279
0.559,0.063,-0.084,8.911,-12.817,52.002
0.555,0.104,-0.044,13.000,-18.433,53.467
0.568,0.169,-0.029,16.418,-22.400,49.866
0.585,0.160,-0.022,21.362,-23.376,43.579
0.622,0.093,-0.023,28.564,-22.705,37.598
0.647,0.026,-0.033,32.776,-21.545,33.936
0.658,-0.020,-0.068,33.752,-19.470,32.227
0.671,-0.056,-0.105,32.104,-15.991,32.288
0.683,-0.072,-0.140,27.588,-10.986,34.119
0.715,-0.046,-0.138,22.095,-6.775,38.269
0.739,0.008,-0.123,19.043,-7.812,43.396
0.760,0.053,-0.113,19.409,-14.343,48.584
0.771,0.113,-0.113,19.897,-23.437,53.528
0.790,0.158,-0.101,21.179,-32.104,56.885
0.843,0.108,-0.076,24.414,-37.964,56.030
0.855,0.049,-0.082,27.893,-38.818,51.514
0.853,-0.012,-0.119,28.259,-36.438,46.631
0.866,-0.067,-0.143,24.048,-33.020,44.250
0.873,-0.099,-0.149,16.663,-28.809,44.983
0.863,-0.113,-0.129,9.094,-23.499,46.143
0.840,-0.068,-0.116,1.404,-16.663,46.204
0.871,0.015,-0.114,-3.723,-10.559,47.668
0.938,0.133,-0.101,-4.761,-8.972,52.124
1.026,0.214,-0.082,-2.075,-14.526,59.021
1.091,0.236,-0.065,2.930,-26.062,64.148
1.120,0.225,-0.091,9.644,-36.133,63.843
1.139,0.193,-0.123,12.268,-40.588,59.753
1.111,0.154,-0.149,9.583,-40.588,54.688
1.262,0.214,-0.050,7.629,-37.598,52.795
1.138,0.099,-0.093,-3.235,-59.753,66.162
1.211,0.084,-0.089,-0.793,-64.209,55.481
1.275,0.348,-0.017,0.549,-55.542,43.701
1.149,0.260,0.036,-4.211,-61.768,67.627
1.226,0.359,0.027,-4.395,-76.782,79.102
1.295,0.435,0.060,4.028,-69.031,77.942
1.290,0.434,0.056,5.554,-65.308,85.083
1.356,0.469,0.019,3.967,-61.035,86.731
1.340,0.374,0.022,1.099,-46.570,80.017
1.396,0.375,0.034,-5.737,-27.649,57.495
1.431,0.456,-0.007,-19.775,-13.611,34.668
1.355,0.438,0.056,-30.273,-0.549,24.902
1.253,0.415,0.039,-37.659,9.827,17.700
1.354,0.507,0.003,-44.739,25.574,2.747
