aX,aY,aZ,gX,gY,gZ
1.078,-0.036,0.019,-10.498,0.244,-41.809
1.069,-0.118,-0.004,0.488,-16.724,-39.673
1.044,-0.188,-0.036,9.521,-30.090,-38.696
1.001,-0.231,-0.072,14.771,-36.011,-39.124
0.974,-0.296,-0.076,16.418,-33.875,-39.612
0.934,-0.346,-0.101,14.221,-29.724,-41.626
0.909,-0.383,-0.127,8.240,-22.766,-43.579
0.891,-0.389,-0.131,-1.770,-16.785,-44.250
0.878,-0.360,-0.103,-14.709,-9.888,-44.189
0.864,-0.298,-0.070,-27.283,-3.784,-43.945
0.882,-0.264,-0.020,-35.400,4.944,-44.739
0.921,-0.256,0.029,-37.781,18.127,-47.729
0.963,-0.253,0.073,-37.598,29.724,-52.856
1.011,-0.257,0.106,-33.936,36.499,-57.373
1.045,-0.306,0.130,-24.658,35.034,-56.702
1.042,-0.342,0.114,-12.024,22.949,-52.368
0.998,-0.373,0.050,-1.587,9.216,-47.180
0.939,-0.411,-0.015,6.897,0.366,-40.161
0.901,-0.438,-0.060,9.644,-3.723,-28.931
0.878,-0.409,-0.064,4.211,-5.615,-15.625
0.874,-0.352,-0.034,-5.310,-4.395,-3.113

0.890,-0.078,0.215,0.061,36.072,7.263
0.835,-0.067,0.084,5.249,55.237,16.602
0.885,-0.059,0.190,4.578,61.340,24.780
0.973,-0.070,0.163,10.010,65.674,35.217
1.025,-0.102,0.090,18.433,61.829,45.959
1.189,-0.200,0.044,25.513,52.490,53.406
1.266,-0.303,-0.099,26.733,32.593,54.688
1.297,-0.379,-0.207,23.682,10.742,45.776
1.289,-0.457,-0.225,18.616,-2.075,31.433
1.293,-0.542,-0.166,11.841,-6.348,17.761
1.256,-0.533,-0.144,2.991,-8.850,5.676
1.195,-0.524,-0.142,-3.540,-10.681,-3.296
1.132,-0.589,-0.111,-4.333,-6.775,-9.705
1.108,-0.623,-0.109,0.244,1.953,-15.198
1.098,-0.676,-0.194,9.644,10.620,-18.982
1.093,-0.757,-0.303,22.339,17.212,-21.423
1.066,-0.883,-0.411,30.090,21.912,-22.583
1.026,-0.957,-0.472,27.527,25.757,-21.301
1.027,-0.997,-0.334,11.108,30.090,-18.311
0.929,-0.952,-0.464,-15.198,32.532,-11.780
0.876,-0.875,-0.361,-27.222,33.997,-1.831
0.854,-0.818,-0.268,-36.560,35.645,13.855
0.890,-0.793,-0.188,-40.955,31.799,30.945
0.910,-0.713,-0.165,-40.283,21.545,44.434
0.929,-0.618,-0.177,-39.429,10.010,56.519
0.971,-0.538,-0.155,-38.147,-1.404,67.749
1.006,-0.451,-0.146,-34.485,-17.639,72.754
0.984,-0.360,-0.187,-30.640,-36.438,70.129
0.899,-0.265,-0.205,-26.062,-48.340,61.218
0.819,-0.200,-0.224,-18.860,-54.382,50.720
0.763,-0.113,-0.222,-17.029,-55.908,41.382
0.743,-0.091,-0.171,-19.653,-53.467,36.255
0.700,-0.065,-0.102,-24.353,-50.110,34.546
0.595,-0.029,-0.079,-32.654,-49.072,36.804
0.479,0.016,-0.060,-45.715,-47.913,42.786
0.347,0.133,-0.029,-61.768,-42.114,50.720
0.231,0.328,-0.022,-74.951,-31.128,57.495
0.195,0.593,-0.010,-83.984,-16.235,66.101
0.222,0.869,-0.013,-93.445,3.479,77.271
0.223,0.980,0.148,-99.365,27.100,88.806
0.480,1.557,-0.217,-98.328,40.222,91.858
0.616,1.735,-0.198,-90.149,69.458,114.014
0.822,1.624,0.085,-84.534,104.919,138.977
1.179,1.719,0.169,-86.609,98.816,137.939
1.428,1.878,0.085,-92.773,69.946,130.981
1.574,1.747,0.065,-82.153,40.466,127.686
1.641,1.616,0.104,-64.636,10.315,115.479
1.600,1.374,0.211,-53.467,-16.785,91.919
1.480,1.193,0.312,-42.419,-49.011,61.707
1.269,1.053,0.357,-38.330,-70.190,30.884
1.041,0.953,0.456,-27.344,-78.186,4.333
0.835,0.869,0.477,-13.794,-74.890,-12.390
0.651,0.772,0.399,2.197,-63.171,-19.836
0.533,0.647,0.295,21.545,-47.424,-17.517
0.490,0.589,0.172,35.461,-30.945,-10.193
0.503,0.568,0.036,41.260,-11.902,-3.723
0.569,0.561,-0.082,42.236,8.545,0.732
0.679,0.591,-0.125,42.847,27.954,1.282
0.777,0.649,-0.143,40.833,38.452,-0.061
0.877,0.708,-0.192,32.898,40.161,-2.014
0.953,0.759,-0.183,26.978,38.513,-5.859
1.007,0.814,-0.148,25.879,33.020,-13.367
1.029,0.854,-0.159,28.748,24.048,-18.311
1.015,0.844,-0.155,32.288,13.428,-18.188
1.024,0.765,-0.204,36.621,4.211,-14.587
1.052,0.732,0.025,39.063,-0.671,-12.390
1.044,0.817,0.026,39.246,-16.174,-14.160
1.012,0.857,0.030,39.307,-26.184,-13.123
0.999,0.821,0.076,40.771,-27.710,-11.719
0.984,0.842,0.087,35.400,-28.870,-13.245
0.978,0.864,0.065,26.978,-32.898,-16.113
0.993,0.864,0.038,24.963,-32.898,-19.104
0.986,0.833,-0.001,28.625,-30.640,-22.888
0.963,0.803,-0.008,33.875,-25.391,-26.489
0.953,0.765,0.002,37.476,-20.203,-28.625
0.938,0.747,0.037,36.682,-16.113,-30.396
0.911,0.767,0.052,31.067,-13.245,-33.081
0.868,0.792,0.048,25.391,-10.986,-36.316
0.828,0.808,0.030,21.729,-7.385,-40.283
0.888,0.793,0.042,20.447,-1.709,-42.847
1.022,0.679,0.084,26.489,1.160,-43.457
1.063,0.515,0.111,37.842,-3.662,-43.152
1.191,0.386,0.119,51.758,-18.860,-45.837
0.936,0.239,0.045,60.303,-44.006,-53.406
0.765,0.274,-0.070,51.453,-61.890,-55.908
0.713,0.238,-0.034,47.424,-59.265,-44.067
0.678,0.124,-0.013,44.495,-47.241,-29.297
0.674,0.068,-0.042,33.630,-33.691,-25.452
0.693,0.108,-0.062,25.513,-17.456,-32.349
0.772,0.170,-0.052,21.606,1.404,-39.551
0.891,0.160,0.020,21.118,14.587,-40.955
0.955,0.097,0.094,24.048,16.602,-36.560
0.971,0.004,0.135,28.198,11.963,-33.691
0.962,-0.081,0.097,34.851,7.690,-37.170
0.894,-0.184,-0.019,37.170,9.338,-43.762
0.857,-0.187,-0.043,31.982,22.583,-52.429
0.847,-0.214,-0.088,20.996,33.752,-54.993
0.814,-0.196,-0.169,5.249,40.955,-56.152
0.840,-0.125,-0.158,-11.230,50.781,-59.204
0.912,-0.054,-0.060,-22.461,55.786,-59.875
0.994,-0.024,0.041,-23.376,49.927,-55.847
1.080,-0.037,0.146,-17.334,32.837,-49.805
1.082,-0.100,0.187,-7.812,9.521,-46.570
1.017,-0.167,0.190,0.305,-6.531,-46.814
0.954,-0.259,0.195,9.155,-10.376,-48.889
0.890,-0.345,0.145,15.686,-4.456,-53.406
0.852,-0.391,0.088,15.930,8.789,-59.082
0.821,-0.391,0.030,8.423,22.461,-64.575
0.797,-0.331,-0.017,-4.456,31.433,-68.420
0.810,-0.261,-0.040,-18.372,37.048,-66.772
0.904,-0.250,0.030,-27.710,36.743,-58.777
0.989,-0.288,0.137,-30.945,29.358,-48.279
1.006,-0.325,0.205,-26.733,17.456,-40.161
0.985,-0.379,0.228,-16.113,6.226,-35.828
0.936,-0.449,0.206,-4.944,-0.488,-34.119
0.893,-0.508,0.170,3.723,-0.122,-31.860
0.847,-0.567,0.109,10.010,4.395,-27.283
0.816,-0.633,0.002,12.512,10.864,-22.095
0.806,-0.683,-0.107,14.404,19.592,-16.663

0.946,-0.198,-0.042,1.953,6.287,20.508
0.944,-0.264,-0.004,2.808,12.329,23.743
0.924,-0.273,0.111,2.869,21.484,31.067
0.949,-0.361,0.121,0.916,24.353,38.757
1.002,-0.379,0.109,0.793,25.940,44.922
1.077,-0.424,0.068,1.831,25.574,49.133
1.147,-0.441,0.042,3.662,22.644,49.988
1.183,-0.464,0.032,6.836,17.090,46.387
1.225,-0.495,0.057,13.184,15.503,39.490
1.227,-0.499,0.098,23.010,18.005,28.015
1.201,-0.543,0.020,33.997,22.034,13.306
1.225,-0.622,-0.037,40.588,28.015,2.502
1.208,-0.630,-0.106,40.344,31.250,-1.831
1.201,-0.638,-0.125,33.752,34.912,-3.418
1.192,-0.584,-0.135,26.489,44.922,-10.864
1.188,-0.567,-0.128,19.470,60.303,-20.325
1.176,-0.594,-0.160,12.878,75.806,-30.396
1.150,-0.632,-0.196,3.784,86.426,-38.818
1.097,-0.643,-0.197,-7.385,93.994,-41.931
1.059,-0.703,-0.367,-20.020,95.276,-40.222
1.001,-0.603,-0.166,-32.349,91.919,-35.339
0.995,-0.610,-0.141,-32.471,81.787,-26.550
0.956,-0.561,-0.129,-20.508,59.937,-14.221
0.918,-0.476,-0.225,-10.620,30.029,-0.366
0.870,-0.424,-0.274,-3.723,2.075,16.174
0.843,-0.393,-0.302,2.502,-21.667,33.630
0.754,-0.316,-0.328,6.775,-39.368,49.255
0.738,-0.298,-0.321,10.254,-48.523,60.242
0.705,-0.286,-0.332,8.606,-51.941,65.308
0.648,-0.231,-0.360,-2.502,-51.208,64.758
0.593,-0.148,-0.385,-16.785,-43.945,60.791
0.566,-0.082,-0.388,-28.870,-28.687,55.481
0.545,-0.012,-0.372,-37.781,-10.986,50.232
0.509,0.125,-0.334,-44.739,2.136,45.898
0.510,0.290,-0.242,-49.377,7.080,47.791
0.519,0.453,-0.162,-49.805,-0.977,56.885
0.521,0.601,-0.090,-45.837,-19.897,70.251
0.539,0.702,-0.044,-37.292,-45.776,83.679
0.470,0.600,0.118,-33.142,-71.899,95.276
0.482,0.969,-0.220,-37.354,-101.257,96.863
0.396,1.080,-0.235,-39.124,-95.520,115.662
0.316,0.891,-0.057,-40.710,-56.885,137.329
0.341,0.946,-0.032,-54.138,-32.715,136.597
0.429,1.174,-0.102,-81.787,-17.334,130.615
0.571,1.383,-0.022,-100.464,3.601,130.432
0.799,1.489,0.143,-103.455,18.677,132.263
1.063,1.514,0.292,-96.924,14.221,130.981
1.327,1.525,0.460,-85.449,-4.028,123.779
1.462,1.481,0.472,-74.280,-27.344,109.619
1.488,1.495,0.519,-71.228,-37.964,86.243
1.516,1.430,0.630,-52.002,-42.664,59.265
1.519,1.334,0.665,-30.518,-42.847,34.119
1.424,1.231,0.622,-9.644,-45.776,11.169
1.278,1.117,0.530,11.353,-49.011,-9.644
1.142,1.025,0.415,34.363,-48.279,-29.602
0.984,0.951,0.294,54.260,-44.678,-44.861
0.840,0.895,0.190,64.209,-38.574,-50.049
0.778,0.835,0.113,65.796,-28.442,-47.668
0.797,0.784,0.078,63.538,-15.198,-43.701
0.806,0.810,0.058,58.838,-4.883,-42.358
0.790,0.832,0.005,48.889,0.671,-39.978
0.832,0.876,-0.006,42.236,6.226,-37.476
0.888,0.935,0.053,35.400,12.512,-36.255
0.899,1.066,0.059,29.297,10.742,-38.147
0.953,1.035,0.106,35.522,4.639,-38.696
1.010,0.921,0.125,47.424,-2.808,-37.415
1.005,0.844,0.058,55.176,-14.160,-38.635
0.961,0.779,-0.037,56.519,-25.635,-40.161
0.900,0.703,-0.112,52.429,-29.907,-38.635
0.859,0.646,-0.144,44.128,-26.917,-35.767
0.835,0.640,-0.129,31.616,-18.799,-34.119
0.824,0.683,-0.066,16.907,-9.888,-36.438
0.844,0.740,0.034,7.202,-4.700,-43.823
0.866,0.786,0.082,4.944,-5.493,-51.697
0.913,0.746,0.146,6.042,-11.597,-54.565
0.969,0.604,0.199,13.000,-22.095,-50.476
0.960,0.472,0.206,23.010,-33.936,-43.457
0.928,0.388,0.189,30.518,-43.640,-38.513
0.895,0.314,0.149,35.583,-46.875,-35.461
0.832,0.243,0.107,37.109,-40.955,-34.180
0.756,0.210,0.074,32.959,-26.672,-37.292
0.695,0.233,0.062,24.902,-6.531,-44.617
0.682,0.269,0.077,17.334,13.306,-53.833
0.685,0.329,0.115,12.268,25.574,-60.608
0.705,0.375,0.157,12.512,26.733,-63.721
0.820,0.261,0.217,23.499,23.132,-64.880
0.875,0.068,0.258,42.114,18.860,-65.735
0.814,-0.061,0.203,55.847,16.418,-62.988
0.754,-0.190,0.111,63.232,20.020,-57.373
0.744,-0.319,0.023,66.467,31.311,-51.941
0.751,-0.440,-0.028,60.791,45.410,-49.805
0.761,-0.412,-0.108,46.143,58.594,-53.284
0.794,-0.343,-0.092,26.917,68.909,-57.800
0.856,-0.237,-0.041,10.803,69.153,-61.584
0.876,-0.129,-0.000,2.625,56.519,-62.012
0.890,-0.161,0.062,5.066,39.856,-57.007
0.870,-0.244,0.055,12.024,23.132,-50.781
0.868,-0.338,0.075,18.127,14.465,-45.654
0.866,-0.421,0.021,22.888,12.390,-40.222
0.860,-0.508,-0.019,23.437,14.893,-34.790
0.857,-0.563,-0.062,19.531,21.545,-31.799
0.828,-0.538,-0.144,9.155,28.198,-31.616
0.866,-0.521,-0.128,-2.136,38.025,-30.151
0.961,-0.480,-0.062,-11.658,42.908,-27.039
1.001,-0.431,-0.028,-18.982,35.706,-22.766
1.021,-0.412,0.004,-21.301,24.353,-17.700
1.050,-0.429,0.031,-17.822,13.794,-13.184
1.042,-0.450,0.005,-8.972,6.470,-10.986
1.032,-0.476,-0.032,0.366,4.700,-11.841
1.009,-0.476,-0.071,6.714,7.141,-13.489
1.022,-0.497,-0.081,9.583,10.315,-13.306
1.020,-0.488,-0.103,9.338,11.963,-12.878
1.012,-0.468,-0.117,5.981,11.597,-12.817
1.010,-0.442,-0.121,0.793,11.047,-12.268
1.025,-0.413,-0.119,-4.272,13.123,-12.146
1.076,-0.371,-0.095,-8.362,15.625,-12.695
1.130,-0.335,-0.069,-10.925,14.038,-13.672
1.166,-0.310,-0.034,-11.658,6.897,-13.672
1.165,-0.280,-0.019,-9.644,-4.761,-13.916

0.896,-0.165,-0.075,20.508,23.804,24.414
0.973,-0.260,-0.104,6.470,35.278,31.067
1.035,-0.280,-0.098,1.404,46.204,32.104
1.071,-0.292,-0.090,-0.244,54.321,29.358
1.109,-0.311,-0.060,-4.272,53.650,29.602
1.131,-0.346,-0.100,-5.493,45.837,32.227
1.155,-0.374,-0.121,-3.479,36.926,32.959
1.165,-0.409,-0.110,-0.488,29.358,33.325
1.181,-0.496,-0.156,4.639,23.193,32.471
1.200,-0.569,-0.204,5.676,13.977,30.396
1.214,-0.599,-0.234,2.319,7.385,25.269
1.222,-0.591,-0.228,-2.686,3.967,17.334
1.222,-0.558,-0.188,-6.042,4.211,8.240
1.209,-0.590,-0.170,-6.348,7.385,0.610
1.217,-0.586,-0.158,-4.944,11.536,-6.775
1.219,-0.566,-0.154,-4.578,12.085,-12.268
1.210,-0.555,-0.149,-5.066,8.545,-13.184
1.212,-0.579,-0.157,-5.432,2.747,-11.597
1.167,-0.660,-0.274,-7.324,-2.930,-7.935
1.121,-0.624,-0.194,-17.334,-7.812,-2.441
1.074,-0.662,-0.213,-20.386,-10.376,3.723
1.027,-0.695,-0.190,-23.437,-8.423,11.597
0.992,-0.687,-0.185,-30.090,-6.897,18.005
0.948,-0.640,-0.190,-34.485,-7.324,22.888
0.938,-0.579,-0.161,-35.706,-8.057,27.588
0.922,-0.493,-0.172,-34.607,-12.329,32.654
0.889,-0.409,-0.208,-31.494,-18.127,36.987
0.861,-0.361,-0.224,-28.870,-21.484,39.795
0.817,-0.312,-0.244,-29.236,-24.109,40.283
0.760,-0.267,-0.250,-32.837,-27.710,38.879
0.684,-0.211,-0.253,-40.527,-30.640,38.147
0.592,-0.105,-0.252,-50.110,-30.579,38.513
0.520,-0.003,-0.235,-59.631,-26.245,39.917
0.454,0.085,-0.209,-70.862,-20.386,44.983
0.373,0.183,-0.207,-83.557,-14.282,53.162
0.336,0.277,-0.216,-94.604,-5.676,62.378
0.348,0.375,-0.225,-101.929,5.127,72.693
0.352,0.499,-0.234,-107.910,14.954,83.679
0.360,0.657,-0.265,-112.732,21.362,92.896
0.371,0.856,-0.363,-113.098,26.123,98.999
0.370,0.981,-0.328,-110.474,29.358,99.976
0.518,1.284,-0.327,-98.633,34.973,103.516
0.518,1.182,-0.025,-78.735,50.537,129.150
0.608,1.227,0.159,-66.406,31.311,141.174
0.716,1.398,0.173,-64.209,-5.188,138.794
0.799,1.417,0.181,-67.566,-21.606,113.098
0.761,1.436,0.081,-58.594,-1.770,116.150
0.862,1.445,0.140,-49.072,1.587,154.480
1.052,1.455,0.215,-34.241,-11.963,161.743
1.221,1.386,0.134,-24.170,-15.198,138.672
1.345,1.350,0.074,-12.756,-8.789,111.633
1.452,1.320,0.120,-1.465,-8.667,82.214
1.504,1.234,0.172,7.629,-18.005,52.307
1.464,1.129,0.213,11.108,-32.959,23.315
1.334,1.070,0.244,17.273,-47.302,-2.686
1.178,1.013,0.292,24.048,-56.396,-25.330
1.015,0.969,0.326,30.701,-57.495,-44.983
0.870,0.910,0.301,34.973,-52.795,-58.044
0.784,0.813,0.274,37.720,-43.457,-63.354
0.773,0.726,0.246,39.795,-31.311,-62.317
0.808,0.702,0.254,41.321,-19.165,-60.059
0.790,0.765,0.259,44.739,-12.207,-59.265
0.819,0.798,0.179,48.096,-11.475,-56.946
0.889,0.784,0.166,52.917,-8.118,-55.176
0.859,0.784,0.159,56.763,-7.629,-54.382
0.870,0.693,0.091,66.650,-0.854,-44.861
0.884,0.718,0.150,64.758,-6.409,-34.851
0.936,0.735,0.114,56.519,-20.508,-41.016
0.883,0.759,0.026,46.082,-23.193,-48.157
0.822,0.747,0.011,43.335,-15.381,-48.950
0.833,0.712,0.072,41.626,-5.249,-44.739
0.877,0.683,0.115,35.156,-1.770,-44.861
0.927,0.685,0.105,29.175,1.770,-45.166
0.973,0.661,0.098,24.963,-0.183,-46.753
0.988,0.636,0.092,28.931,-0.549,-45.837
0.988,0.610,0.087,33.875,-1.587,-46.997
0.967,0.610,0.093,38.635,-3.723,-50.781
0.919,0.629,0.089,42.725,-7.263,-54.016
0.869,0.632,0.082,45.776,-11.475,-57.251
0.833,0.605,0.073,47.363,-14.465,-61.646
0.842,0.499,0.093,48.645,-14.771,-66.406
0.870,0.341,0.121,49.316,-13.672,-70.496
0.855,0.204,0.112,47.607,-11.536,-71.533
0.813,0.100,0.074,42.053,-7.019,-68.054
0.803,0.016,0.042,32.776,2.930,-62.378
0.818,-0.022,0.030,22.034,18.616,-57.068
0.840,-0.005,0.031,9.644,34.729,-54.443
0.875,0.064,0.034,-0.732,47.913,-54.199
0.917,0.153,0.036,-5.676,55.420,-56.091
0.956,0.247,0.053,-4.211,54.077,-57.556
0.976,0.309,0.076,5.005,40.649,-58.105
1.021,0.239,0.102,20.752,16.602,-55.969
1.029,0.093,0.100,37.476,-11.353,-50.232
0.925,-0.035,0.059,47.424,-34.180,-44.067
0.820,-0.196,-0.002,51.453,-39.001,-39.917
0.771,-0.340,-0.049,48.096,-25.757,-40.161
0.755,-0.398,-0.066,32.654,-2.014,-44.617
0.751,-0.369,-0.090,10.559,24.048,-48.462
0.759,-0.282,-0.113,-9.460,49.194,-51.270
0.797,-0.169,-0.106,-24.414,70.740,-54.565
0.830,-0.097,-0.060,-31.799,84.045,-55.786
0.849,-0.061,-0.005,-30.396,83.984,-55.664
0.945,-0.115,0.095,-23.560,70.740,-51.208
1.022,-0.220,0.130,-15.076,49.866,-42.847
0.992,-0.344,0.073,-6.836,30.884,-35.217
0.942,-0.456,0.033,2.502,23.071,-34.485
0.900,-0.541,-0.062,10.132,24.902,-38.635
0.854,-0.602,-0.135,9.583,31.311,-42.725
0.816,-0.642,-0.180,3.357,37.964,-42.358
0.829,-0.670,-0.200,-6.226,41.992,-38.269
0.875,-0.690,-0.167,-19.409,43.823,-34.607
0.893,-0.681,-0.130,-30.090,42.603,-31.921
0.923,-0.641,-0.083,-35.767,40.344,-29.419
0.977,-0.628,-0.019,-34.363,35.583,-28.198
1.007,-0.628,0.043,-23.315,27.405,-27.405
1.025,-0.622,0.086,-6.836,13.428,-26.672
1.024,-0.616,0.077,9.888,-4.578,-24.719
0.989,-0.611,0.035,23.987,-23.376,-21.118
0.943,-0.622,-0.028,36.072,-38.391,-16.968

0.979,-0.076,0.029,-0.977,2.136,5.432
1.001,-0.167,0.077,-1.770,4.150,5.371
1.011,-0.196,0.060,5.188,11.230,6.042
1.018,-0.246,0.041,4.089,11.108,7.812
1.037,-0.289,0.019,2.808,10.681,11.841
1.043,-0.323,0.000,-0.366,8.423,14.038
1.047,-0.371,0.004,-2.502,9.460,14.282
1.049,-0.423,0.016,-3.723,13.062,12.329
1.044,-0.446,0.006,-4.578,17.395,8.545
1.070,-0.489,-0.015,-4.089,23.254,5.188
1.109,-0.528,-0.060,-3.174,27.588,2.502
1.148,-0.560,-0.099,-2.014,30.457,-2.136
1.177,-0.597,-0.122,-1.038,32.227,-9.155
1.158,-0.652,-0.155,0.671,34.180,-16.846
1.136,-0.705,-0.186,2.014,39.612,-25.513
1.110,-0.705,-0.194,-0.916,45.044,-31.860
1.051,-0.734,-0.183,-5.371,49.683,-31.311
1.028,-0.852,-0.249,-9.705,52.856,-29.846
0.967,-0.771,-0.081,-12.024,50.964,-27.893
0.881,-0.779,-0.054,-10.071,34.424,-19.836
0.858,-0.801,-0.128,-3.418,18.066,-0.977
0.842,-0.856,-0.204,-3.235,9.155,18.372
0.825,-0.845,-0.235,-4.211,7.141,30.701
0.841,-0.796,-0.235,-8.789,11.780,38.635
0.878,-0.748,-0.247,-13.489,16.724,43.396
0.909,-0.701,-0.261,-19.348,20.081,43.396
0.901,-0.629,-0.262,-26.550,22.156,38.757
0.869,-0.551,-0.286,-32.715,24.719,30.640
0.826,-0.523,-0.310,-36.377,29.602,20.386
0.777,-0.518,-0.304,-40.649,37.720,10.254
0.750,-0.478,-0.264,-48.645,44.678,3.296
0.722,-0.401,-0.198,-55.420,48.889,1.526
0.678,-0.298,-0.146,-57.800,49.072,6.775
0.639,-0.216,-0.123,-57.922,44.983,18.860
0.630,-0.203,-0.098,-61.829,38.330,31.982
0.620,-0.162,-0.092,-72.021,32.288,40.649
0.568,-0.047,-0.154,-82.947,30.151,43.091
0.499,0.082,-0.218,-91.675,38.452,43.030
0.451,0.244,-0.273,-95.947,57.983,44.922
0.468,0.425,-0.362,-93.750,82.947,48.096
0.571,0.540,-0.432,-84.534,107.544,54.443
0.722,0.635,-0.478,-72.266,122.742,65.002
0.875,0.759,-0.528,-58.533,122.009,78.979
1.015,0.800,-0.557,-44.434,99.121,96.741
1.235,1.027,-0.778,-29.480,54.016,114.868
1.074,0.802,-0.651,-23.132,19.165,155.945
1.063,0.753,-0.524,-38.818,-27.893,167.542
1.010,0.923,-0.578,-62.988,-72.510,156.555
0.813,1.033,-0.495,-73.669,-80.200,145.935
0.750,1.121,-0.290,-79.163,-55.908,135.681
0.866,1.246,-0.145,-82.703,-25.024,123.413
1.087,1.458,-0.001,-71.594,-2.319,112.427
1.195,1.247,-0.059,-46.692,1.526,108.643
1.349,1.191,-0.002,-26.611,-12.878,98.450
1.316,0.970,0.109,-9.949,-46.509,86.487
1.191,0.856,0.192,-8.057,-83.069,72.510
1.064,0.824,0.203,-7.751,-101.196,53.711
0.985,0.852,0.197,-1.526,-94.666,36.682
0.990,0.847,0.207,7.690,-71.289,27.283
1.030,0.834,0.220,19.470,-46.936,21.301
1.072,0.805,0.199,33.081,-31.311,15.259
1.095,0.789,0.151,46.509,-26.367,7.385
1.104,0.824,0.088,58.777,-28.748,0.183
1.123,0.832,-0.007,67.200,-35.828,-5.249
1.109,0.818,-0.057,72.205,-40.466,-11.108
1.107,0.777,-0.069,76.599,-42.175,-19.409
1.137,0.770,-0.058,78.674,-44.983,-28.992
1.109,0.801,-0.022,79.407,-52.856,-37.537
1.071,0.857,-0.023,82.397,-64.575,-42.664
1.015,0.870,0.026,85.632,-71.838,-41.077
0.888,0.883,0.116,88.257,-75.745,-35.461
0.796,0.856,0.155,95.337,-68.481,-24.780
0.782,0.792,0.230,94.971,-69.153,-17.639
0.821,0.678,0.245,93.384,-72.449,-17.944
0.765,0.639,0.201,90.149,-68.298,-14.526
0.756,0.604,0.186,89.111,-56.458,-5.066
0.828,0.551,0.180,83.557,-46.143,-1.038
0.821,0.557,0.136,75.928,-34.729,1.831
0.796,0.558,0.111,71.655,-17.944,8.972
0.821,0.572,0.133,65.918,-3.784,11.536
0.874,0.637,0.109,58.655,8.240,5.615
0.911,0.715,0.080,52.917,21.606,-3.296
0.989,0.796,0.066,48.462,33.203,-18.799
1.129,0.814,0.088,46.448,38.757,-41.931
1.274,0.682,0.118,46.997,33.875,-65.796
1.267,0.521,0.120,49.011,18.188,-79.529
1.134,0.352,0.081,54.199,-5.005,-85.205
0.970,0.185,0.017,59.631,-26.306,-89.783
0.848,0.030,-0.029,57.129,-35.889,-89.600
0.752,-0.077,-0.056,44.617,-31.860,-84.534
0.685,-0.105,-0.085,25.696,-17.944,-81.726
0.675,-0.009,-0.063,7.507,1.953,-84.106
0.706,0.131,-0.020,-3.845,18.921,-85.449
0.789,0.150,0.054,-5.127,25.818,-80.322
0.869,0.051,0.199,4.761,21.362,-69.397
0.844,-0.051,0.202,17.151,2.441,-58.228
0.763,-0.151,0.134,27.893,-11.658,-50.781
0.717,-0.264,0.064,34.485,-13.306,-43.274
0.715,-0.398,0.013,34.485,-4.333,-35.828
0.706,-0.483,-0.056,29.724,9.766,-30.212
0.719,-0.485,-0.075,21.606,28.748,-25.635
0.765,-0.419,-0.084,11.597,44.922,-22.827
0.813,-0.343,-0.091,2.563,52.673,-20.081
0.867,-0.272,-0.085,-1.953,52.917,-16.968
0.930,-0.261,-0.067,0.366,47.852,-15.930
0.958,-0.279,-0.052,7.324,39.795,-18.433
0.961,-0.339,-0.045,13.916,32.715,-22.827
0.965,-0.426,-0.046,19.043,28.198,-28.564
0.975,-0.493,-0.070,18.860,24.841,-34.668
0.970,-0.535,-0.129,13.367,23.010,-38.757
0.938,-0.571,-0.169,8.057,24.902,-41.626
0.894,-0.578,-0.192,2.136,32.166,-44.495
0.860,-0.561,-0.224,-4.944,39.978,-45.349
0.857,-0.551,-0.247,-13.733,45.349,-43.213
0.886,-0.551,-0.248,-20.874,48.218,-39.490
0.930,-0.533,-0.231,-25.757,46.753,-35.889
0.978,-0.510,-0.188,-26.917,39.795,-32.959
1.020,-0.524,-0.138,-23.071,29.236,-29.419
1.014,-0.529,-0.105,-15.869,17.700,-26.123

1.012,-0.166,-0.054,-8.789,-14.343,6.165
0.978,-0.259,-0.093,-4.211,-10.620,6.775
0.947,-0.251,-0.024,-1.465,-3.235,7.812
0.999,-0.280,-0.074,-17.517,3.174,9.338
1.025,-0.320,-0.096,-19.043,11.169,8.911
1.081,-0.389,-0.152,-19.409,19.531,4.761
1.087,-0.453,-0.175,-22.034,26.245,-1.892
1.095,-0.516,-0.167,-25.085,28.320,-5.676
1.113,-0.596,-0.187,-27.222,21.667,-5.127
1.125,-0.662,-0.180,-25.574,12.146,-3.113
1.118,-0.724,-0.182,-20.691,2.136,-0.366
1.047,-0.784,-0.199,-16.296,-7.324,1.953
0.954,-0.814,-0.205,-15.198,-10.010,5.432
0.892,-0.816,-0.146,-17.334,-4.150,8.789
0.872,-0.808,-0.080,-18.860,10.132,10.254
0.878,-0.794,0.004,-16.479,27.893,8.423
0.901,-0.789,-0.007,-12.024,36.926,8.179
0.870,-0.794,-0.008,-5.554,36.743,13.977
0.804,-0.800,-0.009,1.953,38.452,25.085
0.779,-0.742,-0.049,0.793,35.583,38.391
0.789,-0.668,-0.035,-3.418,31.738,53.955
0.972,-0.696,0.046,-2.869,25.879,66.040
0.918,-0.558,-0.122,-4.517,13.733,72.632
1.032,-0.565,-0.151,-0.732,1.709,80.078
1.121,-0.549,-0.173,-4.211,-7.141,81.177
1.188,-0.484,-0.138,-2.686,-17.090,75.867
1.176,-0.383,-0.085,3.601,-34.607,69.092
