aX,aY,aZ,gX,gY,gZ
0.499,0.794,0.203,-17.639,-76.965,46.082
0.235,0.650,0.317,-42.236,-73.242,48.889
0.350,1.173,0.061,-51.880,-45.776,41.565
0.387,1.057,0.192,-23.621,25.452,62.439
0.436,0.873,0.255,-9.888,79.651,82.947
0.632,0.986,0.109,-15.991,95.154,87.280
0.893,1.177,-0.017,-29.541,89.600,95.154
1.130,1.187,0.078,-38.757,82.947,107.239
1.239,1.112,0.166,-44.495,67.200,111.206
1.232,1.059,0.153,-51.880,44.250,102.295
1.218,1.022,0.115,-57.007,23.315,86.670
1.264,1.028,0.159,-59.631,9.277,71.472
1.328,1.030,0.224,-58.044,-1.465,62.317
1.350,1.021,0.296,-51.758,-13.245,56.274
1.325,0.936,0.313,-40.649,-29.358,50.049
1.291,0.860,0.291,-28.198,-45.166,41.443
1.226,0.788,0.246,-15.991,-55.969,31.067
1.178,0.714,0.252,-7.751,-59.570,21.790
1.120,0.679,0.270,-3.784,-58.289,12.024
1.027,0.677,0.234,-0.183,-50.842,2.563
0.961,0.656,0.196,4.822,-35.217,-7.385
0.940,0.645,0.167,10.132,-16.113,-17.395
0.975,0.666,0.187,13.000,-0.183,-25.574
1.011,0.725,0.207,14.893,8.240,-30.884
1.007,0.750,0.182,17.273,8.362,-31.677
0.997,0.746,0.181,20.752,7.568,-26.367
1.019,0.739,0.200,24.353,9.644,-21.301
1.068,0.749,0.226,28.320,12.878,-19.714
1.106,0.805,0.228,31.677,13.428,-19.409
1.133,0.901,0.216,33.752,10.010,-19.531
1.155,0.934,0.140,37.231,4.456,-18.860
1.162,0.918,0.223,39.124,-0.977,-20.508
1.123,1.055,0.168,34.546,-17.151,-30.090
1.067,1.100,0.108,34.668,-27.222,-36.560
1.002,0.950,0.029,40.405,-25.269,-35.828
0.905,0.826,-0.079,41.565,-15.869,-33.447
0.836,0.748,-0.121,31.128,-3.113,-30.945
0.881,0.665,0.010,13.489,12.695,-25.574
0.939,0.549,0.197,4.456,21.851,-24.292
0.890,0.578,0.172,3.784,16.235,-31.616
0.831,0.676,0.065,2.808,9.033,-43.030
0.816,0.764,0.038,3.418,10.559,-51.208
0.858,0.851,0.098,8.789,15.808,-55.786
0.924,0.882,0.152,21.057,17.639,-56.458
0.945,0.779,0.162,38.086,14.099,-49.255
0.933,0.567,0.177,55.908,7.935,-34.424
0.869,0.302,0.111,70.679,-0.366,-23.010
0.778,0.076,-0.049,78.979,-6.287,-20.386
0.683,-0.060,-0.167,73.792,-2.563,-22.949
0.620,-0.154,-0.249,57.922,9.888,-25.696
0.575,-0.166,-0.292,37.292,28.992,-29.236
0.579,-0.089,-0.297,16.296,48.767,-37.415
0.620,-0.008,-0.214,-0.183,64.026,-46.082
0.746,0.013,-0.052,-8.667,67.383,-49.744
0.881,-0.006,0.044,-5.249,51.758,-48.096
0.942,-0.122,0.056,5.432,24.292,-44.312
0.894,-0.253,0.004,17.029,-2.747,-41.382
0.768,-0.333,-0.096,25.757,-20.752,-38.879
0.642,-0.432,-0.220,28.076,-25.818,-36.194
0.622,-0.651,-0.107,22.583,-15.503,-32.776
0.630,-0.758,-0.052,9.521,-3.845,-31.311
0.618,-0.711,-0.059,-8.728,3.235,-33.203
0.625,-0.602,-0.036,-22.949,6.409,-37.231
0.663,-0.501,0.000,-27.832,2.258,-39.124
0.714,-0.431,0.038,-27.588,-6.897,-36.865
0.792,-0.477,0.110,-23.682,-19.653,-29.602
0.860,-0.565,0.132,-14.099,-33.813,-21.484
0.876,-0.626,0.137,-4.211,-43.335,-16.174
0.864,-0.730,0.123,2.319,-43.701,-14.343
0.848,-0.836,0.076,5.066,-36.438,-17.761
0.856,-0.885,0.039,0.183,-24.963,-22.034
0.879,-0.864,0.036,-13.672,-11.292,-23.804
0.935,-0.806,0.042,-30.396,2.808,-24.292
0.993,-0.689,-0.026,-43.884,14.893,-27.649

0.842,-0.016,0.124,-48.401,-9.155,16.541
0.885,-0.119,0.153,-47.974,6.042,28.076
0.961,-0.135,0.187,-37.109,20.203,35.095
1.054,-0.144,0.163,-24.902,28.503,34.424
1.066,-0.152,0.113,-13.672,29.724,32.288
1.093,-0.202,0.081,-5.188,28.503,30.884
1.117,-0.287,0.063,-0.732,24.963,28.870
1.123,-0.360,0.056,2.075,18.372,25.085
1.149,-0.424,0.052,4.333,13.733,19.226
1.172,-0.490,0.046,7.935,11.780,11.047
1.156,-0.546,0.051,11.963,11.780,1.099
1.132,-0.587,0.063,15.686,14.526,-8.362
1.080,-0.683,0.061,20.691,19.775,-15.320
1.048,-0.761,0.052,26.245,27.283,-19.409
1.044,-0.831,0.034,29.236,32.959,-21.118
1.046,-0.885,-0.000,29.297,33.325,-20.386
1.043,-0.938,-0.048,27.832,28.625,-19.653
0.989,-0.988,-0.132,26.062,24.048,-18.555
0.936,-1.006,-0.087,20.691,25.391,-16.785
0.895,-1.038,-0.281,14.038,25.574,-12.329
0.842,-1.059,-0.283,9.888,31.799,-2.014
0.851,-1.069,-0.206,1.526,41.748,10.559
0.932,-1.076,-0.116,-5.371,45.715,23.499
0.990,-0.988,-0.086,-10.010,37.109,34.058
1.053,-0.850,-0.060,-13.062,23.560,43.640
1.133,-0.731,-0.009,-10.925,7.141,52.979
1.176,-0.659,0.002,-4.578,-14.099,60.913
1.152,-0.592,-0.042,0.305,-37.109,64.880
1.087,-0.522,-0.102,-0.916,-57.312,64.270
1.001,-0.500,-0.161,-4.639,-70.557,60.669
0.881,-0.489,-0.195,-10.132,-72.937,53.955
0.757,-0.460,-0.240,-19.226,-63.293,44.373
0.645,-0.367,-0.312,-30.945,-43.396,32.288
0.577,-0.198,-0.347,-41.992,-17.273,20.508
0.558,0.074,-0.334,-47.058,7.812,11.536
0.599,0.359,-0.269,-45.288,22.888,11.475
0.675,0.643,-0.165,-36.560,20.264,23.560
0.731,0.871,-0.020,-23.010,-1.404,44.006
0.684,1.083,0.051,-12.817,-41.687,62.683
0.623,1.212,0.059,-10.498,-85.632,71.228
0.431,0.989,0.182,-15.442,-116.638,71.106
0.493,1.386,-0.130,-29.846,-127.869,62.317
0.405,1.323,-0.018,-36.743,-87.952,84.045
0.344,1.113,0.093,-50.903,-40.100,98.511
0.450,1.177,0.036,-70.190,-5.188,84.656
0.644,1.347,0.026,-81.970,24.292,70.129
0.885,1.437,0.184,-75.012,53.223,69.092
1.056,1.429,0.256,-58.044,67.017,75.439
1.233,1.406,0.437,-42.969,59.631,76.721
1.303,1.250,0.486,-26.062,28.564,75.256
1.319,1.188,0.486,-22.583,-12.573,74.219
1.275,1.101,0.477,-24.597,-49.316,71.777
1.198,0.967,0.451,-26.001,-65.857,64.087
1.142,0.872,0.443,-24.963,-59.326,48.340
1.120,0.811,0.480,-22.705,-41.443,30.518
1.113,0.789,0.503,-17.212,-23.743,12.634
1.102,0.778,0.521,-7.019,-9.705,-3.418
1.058,0.778,0.496,5.920,-3.906,-16.052
1.008,0.757,0.428,20.813,-3.967,-23.682
0.984,0.723,0.346,32.959,-7.141,-27.039
0.953,0.695,0.252,39.551,-9.766,-28.015
0.920,0.707,0.199,42.114,-9.399,-28.015
0.900,0.704,0.108,42.297,-7.080,-27.161
0.915,0.681,0.078,43.640,0.916,-25.330
0.948,0.643,0.118,42.969,11.108,-24.353
0.981,0.649,0.139,37.292,16.174,-24.963
1.017,0.719,0.164,30.334,15.381,-25.146
1.041,0.808,0.197,29.114,12.695,-23.010
1.122,0.721,0.258,34.546,10.742,-20.874
1.106,0.689,0.212,36.621,1.404,-22.644
1.057,0.777,0.103,35.095,-13.123,-27.039
1.029,0.745,0.155,37.659,-15.625,-25.208
1.034,0.680,0.201,39.612,-13.611,-26.611
1.004,0.681,0.175,36.011,-14.099,-30.945
0.965,0.729,0.163,29.236,-15.259,-33.691
0.928,0.763,0.161,22.705,-14.709,-31.799
0.908,0.747,0.174,18.127,-13.733,-27.344
0.923,0.709,0.165,13.916,-14.160,-23.132
0.949,0.660,0.214,10.864,-16.052,-18.555
0.959,0.584,0.262,11.719,-18.250,-13.794
0.923,0.500,0.258,17.883,-20.264,-12.451
0.870,0.469,0.247,27.649,-18.860,-14.465
0.805,0.451,0.213,40.710,-13.489,-17.883
0.741,0.438,0.154,54.932,-4.822,-19.653
0.737,0.402,0.124,66.772,6.104,-21.118
0.782,0.297,0.099,73.181,13.672,-25.085
0.841,0.168,0.080,69.885,14.954,-29.541
0.853,0.059,0.086,60.486,11.963,-32.288
0.830,-0.026,0.081,50.293,5.920,-35.156
0.793,-0.123,0.062,39.673,4.456,-35.461
0.734,-0.214,0.038,32.043,11.597,-34.607
0.678,-0.236,0.021,25.330,28.076,-35.828
0.648,-0.185,-0.013,16.296,51.025,-39.551
0.657,-0.115,-0.009,7.507,75.989,-44.250
0.740,-0.045,0.002,3.479,95.703,-47.913
0.835,0.016,-0.002,7.019,101.746,-49.744
0.993,0.015,0.038,13.428,94.788,-49.500
1.047,0.011,0.061,19.165,79.895,-45.471
1.026,-0.115,0.094,24.658,54.749,-32.654
0.975,-0.240,0.091,28.320,25.024,-17.700
0.905,-0.385,0.011,30.090,6.165,-10.437
0.833,-0.463,-0.100,28.992,-0.488,-10.559
0.789,-0.568,-0.144,25.757,8.484,-16.296
0.759,-0.586,-0.067,20.020,20.020,-26.611
0.771,-0.427,-0.087,8.972,27.039,-37.964
0.760,-0.299,-0.085,-1.587,32.837,-38.025
0.802,-0.278,-0.031,-3.784,35.645,-31.433
0.873,-0.324,0.016,-3.845,30.762,-22.095
0.922,-0.418,0.028,-3.845,22.156,-11.963
0.938,-0.539,0.034,-2.075,15.930,-7.568
0.911,-0.595,0.006,-2.319,11.414,-10.071
0.880,-0.622,-0.019,-2.319,12.634,-15.564
0.857,-0.632,-0.061,-1.404,17.334,-21.362
0.849,-0.606,-0.111,-0.122,26.733,-23.804
0.876,-0.568,-0.153,-2.502,38.940,-23.376
0.926,-0.543,-0.178,-13.733,48.096,-22.827
1.024,-0.476,-0.178,-28.137,53.528,-23.315
1.125,-0.387,-0.057,-38.391,50.659,-24.536
1.182,-0.297,-0.036,-42.603,33.081,-24.780

0.840,0.017,0.014,-7.874,21.606,20.386
0.870,-0.219,0.115,5.737,37.354,28.442
0.865,-0.323,0.050,6.775,51.697,31.250
0.976,-0.345,-0.016,14.404,71.594,23.315
1.097,-0.340,-0.032,17.212,84.778,13.611
1.169,-0.472,-0.134,14.954,78.979,9.216
1.188,-0.528,-0.172,11.963,66.650,9.460
1.173,-0.598,-0.224,6.042,52.002,6.836
1.195,-0.727,-0.225,3.174,42.908,3.967
1.219,-0.713,-0.281,2.563,35.400,-2.991
1.173,-0.720,-0.282,4.028,27.710,-8.301
1.133,-0.741,-0.254,6.775,20.203,-11.353
1.071,-0.770,-0.209,12.756,17.334,-12.329
1.007,-0.785,-0.222,21.790,21.545,-14.038
0.962,-0.816,-0.233,33.203,32.654,-12.817
0.921,-0.893,-0.234,38.696,43.457,-5.676
0.915,-0.952,-0.225,32.166,48.706,3.540
0.895,-0.929,-0.180,18.799,50.354,12.695
0.884,-0.870,-0.142,1.526,48.218,21.790
0.901,-0.780,-0.106,-13.123,42.786,31.372
1.004,-0.726,0.098,-26.611,33.508,40.222
1.030,-0.655,0.111,-34.363,21.606,52.795
1.086,-0.638,0.114,-22.461,-6.775,73.853
1.136,-0.562,0.062,-11.658,-42.053,93.872
1.148,-0.480,0.023,-5.615,-74.463,101.868
1.103,-0.412,-0.023,11.475,-101.013,100.037
1.100,-0.399,-0.169,20.081,-115.540,95.886
1.003,-0.314,-0.235,14.343,-115.173,81.970
0.902,-0.183,-0.198,9.399,-105.103,63.110
0.881,-0.101,-0.152,6.836,-95.947,47.913
0.896,0.018,-0.046,1.160,-88.623,39.124
0.863,0.147,0.061,0.977,-85.571,35.522
0.758,0.247,0.116,4.211,-89.661,37.292
0.639,0.290,0.105,0.610,-94.910,43.945
0.524,0.366,0.058,-12.207,-93.018,53.650
0.433,0.446,-0.018,-28.687,-75.195,61.218
0.405,0.579,-0.129,-45.105,-39.978,62.927
0.442,0.747,-0.185,-62.012,6.104,60.974
0.531,0.808,-0.172,-76.172,51.270,56.580
0.641,0.881,-0.140,-86.792,81.909,50.293
0.735,0.994,-0.082,-90.027,92.529,43.518
0.703,0.949,0.103,-84.595,82.520,44.434
0.919,1.346,-0.065,-72.876,49.133,47.913
0.903,1.363,0.067,-52.551,22.644,76.416
0.729,1.140,0.110,-43.030,-6.836,103.699
0.784,1.077,0.155,-37.048,-39.795,101.074
0.812,1.066,0.169,-25.269,-66.467,86.853
0.757,0.967,0.121,-18.738,-77.759,82.092
0.756,0.966,0.036,-23.499,-71.045,76.416
0.864,0.996,0.148,-35.339,-50.171,65.491
0.937,0.975,0.224,-38.391,-29.114,55.603
1.022,0.953,0.292,-37.354,-20.569,46.631
1.079,0.979,0.363,-30.701,-20.752,36.194
1.099,0.991,0.386,-21.179,-27.100,27.527
1.075,0.977,0.395,-10.010,-32.104,21.240
1.042,0.939,0.395,-0.122,-38.330,18.799
1.044,0.900,0.365,6.958,-42.725,17.639
1.032,0.892,0.315,11.536,-40.649,13.184
0.912,0.875,0.272,16.113,-30.273,5.554
0.915,0.914,0.339,26.978,-13.367,5.066
0.888,0.828,0.249,34.607,-5.676,3.235
0.906,0.735,0.121,37.659,4.456,-5.310
0.896,0.730,0.059,35.522,16.968,-11.902
0.906,0.701,0.113,32.227,30.762,-17.456
0.935,0.713,0.208,25.940,35.522,-24.902
0.965,0.796,0.261,21.057,25.635,-36.499
0.991,0.818,0.288,23.437,9.644,-45.410
0.968,0.838,0.276,35.278,-7.690,-48.218
0.901,0.858,0.190,44.434,-24.719,-50.903
0.834,0.777,0.172,45.593,-34.302,-53.528
0.810,0.743,0.187,43.457,-38.025,-51.819
0.852,0.669,0.193,40.649,-33.752,-47.119
0.831,0.584,0.171,40.955,-20.325,-44.739
0.854,0.557,0.221,43.701,-2.991,-43.091
0.896,0.520,0.204,54.321,7.507,-45.532
1.002,0.519,0.116,61.890,9.338,-45.837
1.027,0.520,0.156,66.162,13.550,-46.570
0.921,0.554,0.234,72.632,15.442,-55.542
0.928,0.546,0.269,79.651,15.137,-61.096
0.973,0.459,0.240,86.365,7.874,-54.871
0.943,0.360,0.248,101.990,-4.639,-36.072
1.006,0.244,0.217,103.027,-10.803,-12.390
1.097,0.220,0.136,98.328,-10.376,17.212
1.094,0.250,0.066,95.886,-2.869,42.053
1.014,0.273,0.004,97.229,8.667,42.725
0.887,0.292,0.000,106.506,20.264,27.283
0.869,0.233,-0.002,105.835,29.541,6.958
0.852,0.296,0.000,96.252,30.151,-3.967
0.794,0.283,0.095,87.097,22.644,-15.991
0.794,0.201,0.155,74.707,13.733,-34.119
0.843,0.152,0.165,56.458,4.944,-46.936
0.819,0.051,0.170,41.504,-2.441,-51.941
0.753,-0.053,0.144,30.334,-8.484,-53.711
0.722,-0.141,0.109,18.494,-12.085,-53.406
0.735,-0.171,0.042,4.333,-10.315,-51.636
0.765,-0.154,0.003,-6.531,-1.099,-47.729
0.798,-0.181,0.001,-9.033,12.512,-42.908
0.737,-0.195,0.025,-7.996,25.330,-41.992
0.697,-0.061,0.055,-10.132,34.058,-53.345
0.818,-0.044,0.086,-13.550,32.104,-68.848
0.926,-0.088,0.151,-16.479,16.968,-71.228
0.985,-0.140,0.192,-19.714,-0.549,-66.528
1.008,-0.171,0.178,-25.635,-9.827,-57.190
0.981,-0.292,0.130,-35.706,-5.432,-46.814
0.868,-0.437,0.064,-44.800,8.728,-41.260
0.775,-0.508,-0.008,-43.152,26.611,-40.405
0.771,-0.519,-0.093,-24.536,40.466,-35.156
0.820,-0.589,-0.183,-11.841,57.129,-24.841
0.927,-0.638,-0.201,-11.230,73.364,-20.142
1.019,-0.528,-0.133,-12.085,75.684,-24.353
1.073,-0.393,-0.058,-12.573,63.599,-29.297
1.124,-0.387,0.048,-11.230,49.438,-29.175
1.085,-0.393,0.072,-5.127,41.626,-26.367
1.068,-0.351,0.063,8.972,41.016,-18.494
1.039,-0.325,0.069,13.916,42.358,-11.963
1.045,-0.389,0.093,5.127,44.617,-5.554
1.031,-0.406,0.056,-7.507,41.626,-0.549
0.991,-0.426,0.000,-16.968,37.720,2.075
0.977,-0.414,-0.021,-15.564,33.386,2.502

0.902,-0.126,0.204,20.935,15.930,16.235
0.924,-0.142,0.159,3.052,10.193,26.062
0.986,-0.116,0.175,11.292,21.790,32.043
1.035,-0.078,0.115,2.441,24.231,32.654
1.152,-0.101,0.075,-4.517,31.006,30.396
1.242,-0.143,0.049,-8.667,36.987,23.010
1.292,-0.212,0.025,-10.376,38.330,11.353
1.325,-0.308,0.064,-8.423,37.476,-0.183
1.305,-0.389,0.059,-5.432,34.119,-9.888
1.284,-0.431,0.090,-1.953,33.264,-19.348
1.251,-0.476,0.049,-0.366,34.912,-26.611
1.229,-0.614,-0.034,0.427,42.725,-31.006
1.239,-0.706,-0.103,-3.174,54.260,-33.997
1.229,-0.788,-0.121,-7.996,62.683,-36.011
1.213,-0.856,-0.126,-10.925,65.552,-38.574
1.174,-0.939,-0.145,-15.015,61.401,-35.767
1.123,-0.985,-0.147,-23.437,53.040,-29.724
1.106,-0.954,0.005,-38.696,47.180,-23.132
1.051,-0.919,-0.079,-51.636,45.532,-16.052
1.066,-0.925,0.063,-44.495,40.466,-3.113
0.998,-0.889,0.080,-37.415,27.039,14.832
1.010,-0.837,0.087,-38.147,12.878,36.377
1.012,-0.749,0.056,-31.860,1.831,49.377
0.996,-0.702,-0.028,-23.376,-3.540,51.147
0.941,-0.655,-0.120,-18.494,-2.686,48.950
0.932,-0.596,-0.135,-12.329,4.028,46.692
0.949,-0.509,-0.115,-9.033,9.705,44.312
0.942,-0.409,-0.099,-13.672,7.996,41.321
0.907,-0.251,-0.062,-20.569,-2.808,37.720
0.802,-0.074,-0.039,-26.001,-18.799,34.180
0.662,0.062,0.003,-28.320,-32.410,34.302
0.532,0.169,0.056,-32.104,-35.950,37.415
0.456,0.256,0.059,-35.522,-23.193,42.725
0.408,0.356,0.016,-37.842,3.601,49.927
0.379,0.539,-0.072,-40.588,40.039,57.495
0.475,0.657,-0.131,-41.626,80.383,64.819
0.609,0.720,-0.191,-42.786,112.305,68.359
0.697,0.835,-0.279,-45.166,126.099,64.209
0.775,0.770,-0.213,-45.654,120.728,56.458
0.973,1.200,-0.393,-39.612,93.628,47.546
0.891,1.091,-0.137,-28.076,64.392,74.646
0.880,1.027,0.179,-23.926,13.184,100.037
0.797,1.108,0.196,-31.250,-44.922,109.375
0.658,1.180,0.114,-34.119,-76.965,112.915
0.609,1.160,0.146,-31.738,-70.129,113.037
0.614,1.210,0.198,-30.945,-40.039,105.835
0.726,1.008,0.084,-29.114,-11.475,94.666
0.835,1.028,0.013,-34.729,13.611,74.524
0.946,0.920,0.036,-42.419,29.785,58.899
1.001,0.964,0.024,-47.974,30.884,45.166
1.067,1.007,0.061,-50.232,25.330,34.729
1.080,0.980,0.081,-41.138,12.024,25.940
1.045,0.996,0.089,-25.513,-5.432,17.883
1.006,0.979,0.096,-12.390,-21.057,13.550
0.972,0.906,0.062,-2.197,-29.541,12.756
0.966,0.851,0.042,4.639,-30.762,8.850
0.960,0.811,0.049,9.766,-23.499,1.709
0.938,0.806,0.047,13.245,-15.320,-7.751
0.926,0.824,0.038,11.963,-7.385,-16.052
0.914,0.853,0.044,10.010,0.305,-22.522
0.928,0.864,0.025,9.949,7.690,-26.062
0.984,0.850,0.054,11.292,16.907,-28.503
1.022,0.865,0.105,15.808,23.560,-32.104
1.037,0.894,0.119,24.719,20.630,-35.034
1.040,0.923,0.135,37.292,8.667,-34.607
1.023,0.962,0.130,51.941,-6.958,-33.325
0.969,1.010,0.054,62.988,-18.127,-32.898
0.951,1.030,0.049,70.129,-17.639,-34.058
0.970,0.935,0.135,70.618,-13.245,-36.133
0.922,0.908,0.015,66.772,-21.851,-41.931
0.889,0.823,-0.046,63.354,-18.372,-45.959
0.880,0.723,-0.022,59.937,-8.667,-47.974
0.883,0.695,0.011,54.504,-3.723,-51.331
0.879,0.687,0.014,45.837,-4.944,-54.199
0.842,0.695,0.000,37.231,-9.338,-54.565
0.817,0.684,-0.023,31.616,-16.052,-50.598
0.830,0.660,-0.041,27.161,-23.437,-45.654
0.879,0.640,0.016,26.733,-31.738,-42.542
0.921,0.632,0.151,35.645,-46.143,-38.696
0.960,0.551,0.242,52.856,-72.144,-33.142
0.903,0.465,0.198,70.923,-104.614,-26.855
0.769,0.309,0.097,84.167,-126.648,-19.470
0.657,0.092,0.013,90.332,-125.916,-13.245
0.519,-0.090,-0.031,83.435,-100.403,-10.864
0.475,-0.192,-0.026,69.153,-58.167,-13.794
0.520,-0.184,-0.044,50.964,-10.803,-19.836
0.618,-0.092,-0.063,30.579,31.799,-25.085
0.731,-0.001,-0.052,16.113,56.641,-27.649
0.845,0.037,0.016,10.132,60.181,-24.963
0.937,-0.025,0.095,10.437,46.570,-16.052
0.949,-0.179,0.175,17.456,22.461,-10.803
0.894,-0.206,0.146,29.724,0.366,-18.372
0.819,-0.260,0.087,40.833,-8.240,-23.682
0.749,-0.374,0.013,44.983,-8.545,-19.592
0.777,-0.430,-0.108,43.823,3.967,-17.578
0.839,-0.447,-0.203,34.119,25.574,-18.005
0.908,-0.459,-0.222,19.348,43.457,-19.348
1.007,-0.418,-0.191,3.601,53.650,-21.545
1.077,-0.380,-0.138,-11.292,55.908,-23.682
1.099,-0.370,-0.070,-18.066,52.734,-26.062
1.095,-0.380,-0.011,-17.151,46.326,-28.442
1.054,-0.397,0.022,-14.771,35.950,-29.358
1.011,-0.410,0.006,-9.155,27.649,-28.748
0.973,-0.418,-0.039,-4.150,25.574,-25.696
0.954,-0.422,-0.077,-2.075,27.588,-20.752
0.979,-0.411,-0.110,-1.709,32.104,-13.306
1.037,-0.422,-0.152,-4.517,33.508,-5.066
1.111,-0.403,-0.167,-10.376,33.875,-0.916
1.147,-0.349,-0.145,-15.137,34.241,-2.991
1.221,-0.321,-0.149,-16.357,33.569,-8.240
1.287,-0.315,-0.138,-19.836,30.334,-16.663
1.262,-0.258,-0.109,-22.705,21.912,-25.330
1.192,-0.207,-0.078,-22.644,7.751,-28.809
1.157,-0.215,-0.067,-17.578,-4.639,-24.658
1.098,-0.239,-0.048,-11.353,-12.878,-18.494
1.031,-0.226,-0.035,-5.737,-16.174,-13.733
0.994,-0.217,-0.042,-1.587,-14.038,-7.141
0.995,-0.205,-0.048,0.793,-8.606,1.282
0.996,-0.182,-0.056,2.441,-0.610,7.751

0.944,-0.024,0.053,1.343,52.124,-0.488
1.060,-0.064,0.216,28.015,71.289,-1.587
1.009,-0.161,0.178,22.827,69.824,0.916
1.016,-0.268,0.045,30.212,74.524,4.150
1.062,-0.339,-0.026,28.992,78.613,12.451
1.117,-0.390,-0.116,24.414,71.777,24.048
1.144,-0.427,-0.222,12.573,55.481,32.898
1.216,-0.497,-0.242,2.014,41.687,37.231
1.286,-0.518,-0.210,-7.446,30.212,32.837
1.317,-0.487,-0.215,-13.733,21.423,20.264
1.289,-0.512,-0.234,-15.625,15.930,7.263
1.266,-0.589,-0.209,-13.855,15.869,-3.357
1.252,-0.617,-0.212,-9.888,19.165,-13.855
1.211,-0.630,-0.255,-5.432,21.729,-20.996
1.172,-0.649,-0.298,-3.113,22.644,-24.353
1.126,-0.684,-0.345,-3.113,23.315,-23.132
1.072,-0.713,-0.390,-6.348,26.794,-20.203
1.083,-0.786,-0.365,-15.320,36.499,-17.578
1.068,-0.848,-0.352,-28.015,47.180,-15.015
1.066,-0.888,-0.321,-41.260,54.321,-12.512
1.091,-0.905,-0.141,-55.664,55.725,-11.108
1.086,-0.802,-0.204,-53.284,36.194,-7.324
1.001,-0.727,-0.211,-37.048,3.479,6.165
0.943,-0.677,-0.267,-33.203,-20.569,28.320
0.857,-0.667,-0.246,-27.039,-38.879,49.805
0.796,-0.632,-0.226,-21.973,-54.504,65.491
0.739,-0.557,-0.236,-25.513,-64.941,76.599
0.664,-0.475,-0.254,-34.119,-70.313,81.726
0.574,-0.373,-0.246,-48.279,-68.604,80.933
0.497,-0.214,-0.239,-65.796,-55.664,76.355
0.449,-0.064,-0.227,-80.872,-31.860,70.251
0.413,0.064,-0.204,-92.957,-1.709,63.904
0.397,0.200,-0.209,-99.976,28.687,59.998
0.414,0.295,-0.201,-100.342,53.345,61.829
0.416,0.425,-0.196,-95.764,66.345,68.909
0.462,0.734,-0.217,-86.365,66.406,76.660
0.564,1.081,-0.215,-68.787,61.401,77.209
0.512,1.194,-0.002,-46.814,56.946,67.627
0.645,1.683,-0.303,-29.480,46.570,46.265
0.661,1.734,-0.313,-15.564,55.969,52.368
0.690,1.450,-0.064,-18.127,82.458,80.200
0.991,1.542,0.180,-37.781,73.792,93.323
0.993,1.404,-0.095,-64.209,35.034,108.643
1.091,1.497,-0.051,-86.914,20.325,122.742
1.172,1.420,0.156,-76.111,7.812,128.235
1.249,1.462,0.281,-66.528,-17.761,119.385
1.247,1.362,0.374,-47.424,-52.551,103.088
1.143,1.219,0.424,-30.396,-88.013,82.703
1.033,1.113,0.412,-22.949,-109.375,61.340
0.922,1.050,0.374,-13.367,-106.995,43.030
0.828,0.972,0.313,0.000,-83.313,27.466
0.758,0.882,0.244,17.395,-51.208,12.146
0.718,0.801,0.138,32.166,-22.949,-0.427
0.707,0.739,0.010,39.368,-3.357,-7.996
0.699,0.706,-0.067,42.542,10.254,-13.245
0.674,0.725,-0.117,41.748,19.104,-15.198
0.671,0.764,-0.174,38.147,22.827,-12.817
0.714,0.741,-0.166,36.621,31.128,-8.240
0.801,0.723,-0.119,36.072,39.612,-5.676
0.841,0.771,-0.103,36.499,45.471,-7.080
0.878,0.865,-0.080,38.879,48.279,-10.376
0.909,0.923,-0.055,45.410,48.279,-12.512
0.947,0.937,-0.056,54.260,46.875,-12.695
0.962,0.897,-0.199,62.561,44.617,-13.489
1.030,0.921,0.012,66.589,44.739,-16.724
1.003,0.913,-0.073,65.430,26.733,-22.949
0.946,0.883,-0.227,64.819,10.132,-29.053
0.924,0.780,-0.286,69.397,9.155,-31.738
0.933,0.718,-0.240,70.557,17.151,-37.354
0.948,0.749,-0.177,71.594,20.569,-45.288
0.951,0.794,-0.146,70.190,20.203,-49.133
0.939,0.820,-0.116,67.627,18.982,-49.866
0.931,0.829,-0.104,67.688,15.869,-50.354
0.928,0.813,-0.098,67.627,12.939,-50.171
0.941,0.806,-0.100,65.552,5.920,-49.805
1.007,0.711,-0.113,59.998,-5.310,-48.645
1.073,0.519,-0.144,52.856,-20.325,-46.509
1.042,0.387,-0.160,45.105,-37.537,-44.678
0.989,0.247,-0.207,36.072,-53.711,-45.898
0.918,0.107,-0.243,26.001,-62.073,-49.133
0.830,0.005,-0.238,19.104,-57.617,-53.772
0.770,-0.002,-0.172,12.451,-42.908,-58.044
0.731,0.055,-0.103,2.930,-26.062,-58.838
0.746,0.118,-0.026,-2.319,-13.184,-56.152
0.793,0.193,0.035,-2.319,-8.911,-50.720
0.863,0.273,0.101,1.587,-12.024,-43.762
0.961,0.282,0.160,11.963,-26.428,-36.072
1.016,0.200,0.178,25.452,-50.293,-26.917
1.003,0.094,0.114,37.781,-74.463,-20.935
0.958,-0.014,0.011,46.387,-86.609,-20.935
0.909,-0.128,-0.077,50.232,-80.933,-24.536
0.863,-0.201,-0.140,46.143,-62.073,-29.602
0.856,-0.233,-0.182,33.447,-36.804,-34.607
0.877,-0.206,-0.191,16.418,-11.658,-41.016
0.895,-0.101,-0.167,1.465,7.568,-46.509
0.908,-0.001,-0.106,-11.292,18.799,-46.692
1.016,-0.031,-0.008,-19.592,21.057,-43.335
1.064,-0.038,0.006,-19.348,13.428,-42.114
